,Comercializadora,Tarifa,Precio_Potencia_P1,Precio_Potencia_P2,Precio_Potencia_P3,Precio_Potencia_P4,Precio_Potencia_P5,Precio_Potencia_P6,Precio_Energía_P1,Precio_Energía_P2,Precio_Energía_P3,Precio_Energía_P4,Precio_Energía_P5,Precio_Energía_P6,Fecha_Inicio,Fecha_Finalización
14,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.115034536,0.115034536,0.115034536,0.115034536,0.115034536,0.115034536,2019-01-03,2019-03-31
15,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.116065093,0.116065093,0.116065093,0.116065093,0.116065093,0.116065093,2019-01-04,2019-04-30
16,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.112191135,0.112191135,0.112191135,0.112191135,0.112191135,0.112191135,2019-01-05,2019-05-31
17,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.109765787,0.109765787,0.109765787,0.109765787,0.109765787,0.109765787,2019-01-06,2019-06-30
18,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.113838782,0.113838782,0.113838782,0.113838782,0.113838782,0.113838782,2019-01-07,2019-07-31
19,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.107212757,0.107212757,0.107212757,0.107212757,0.107212757,0.107212757,2019-01-08,2019-08-31
20,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.103004801,0.103004801,0.103004801,0.103004801,0.103004801,0.103004801,2019-01-09,2019-09-30
21,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.1099179,0.1099179,0.1099179,0.1099179,0.1099179,0.1099179,2019-01-10,2019-10-31
22,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.105450199,0.105450199,0.105450199,0.105450199,0.105450199,0.105450199,2019-01-11,2019-11-30
23,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.096957261,0.096957261,0.096957261,0.096957261,0.096957261,0.096957261,2019-01-12,2019-12-31
24,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.104334548,0.104334548,0.104334548,0.104334548,0.104334548,0.104334548,2020-01-01,2020-01-31
25,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.098124113,0.098124113,0.098124113,0.098124113,0.098124113,0.098124113,2020-01-02,2020-02-28
26,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.089414109,0.089414109,0.089414109,0.089414109,0.089414109,0.089414109,2020-01-03,2020-03-31
27,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.079727065,0.079727065,0.079727065,0.079727065,0.079727065,0.079727065,2020-01-04,2020-04-30
28,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.081297827,0.081297827,0.081297827,0.081297827,0.081297827,0.081297827,2020-01-05,2020-05-31
29,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.090268976,0.090268976,0.090268976,0.090268976,0.090268976,0.090268976,2020-01-06,2020-06-30
30,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.094461356,0.094461356,0.094461356,0.094461356,0.094461356,0.094461356,2020-01-07,2020-07-31
31,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.097424283,0.097424283,0.097424283,0.097424283,0.097424283,0.097424283,2020-01-08,2020-08-31
32,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.103741766,0.103741766,0.103741766,0.103741766,0.103741766,0.103741766,2020-01-09,2020-09-30
33,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.098756655,0.098756655,0.098756655,0.098756655,0.098756655,0.098756655,2020-01-10,2020-10-31
34,Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.106836415,0.106836415,0.106836415,0.106836415,0.106836415,0.106836415,2020-01-11,2020-11-30
35,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13889106348217412,0.13889106348217412,0.13889106348217412,0.13889106348217412,0.13889106348217412,0.13889106348217412,2018-01-01,2018-01-31
36,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.14078310109156106,0.14078310109156106,0.14078310109156106,0.14078310109156106,0.14078310109156106,0.14078310109156106,2018-01-02,2018-02-28
37,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12486814393556397,0.12486814393556397,0.12486814393556397,0.12486814393556397,0.12486814393556397,0.12486814393556397,2018-01-03,2018-03-31
38,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12521058488566503,0.12521058488566503,0.12521058488566503,0.12521058488566503,0.12521058488566503,0.12521058488566503,2018-01-04,2018-04-30
39,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13698974893994467,0.13698974893994467,0.13698974893994467,0.13698974893994467,0.13698974893994467,0.13698974893994467,2018-01-05,2018-05-31
40,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.14197284082710093,0.14197284082710093,0.14197284082710093,0.14197284082710093,0.14197284082710093,0.14197284082710093,2018-01-06,2018-06-30
41,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.14489603883127408,0.14489603883127408,0.14489603883127408,0.14489603883127408,0.14489603883127408,0.14489603883127408,2018-01-07,2018-07-31
42,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15443867207914477,0.15443867207914477,0.15443867207914477,0.15443867207914477,0.15443867207914477,0.15443867207914477,2018-01-08,2018-08-31
43,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15988687486315273,0.15988687486315273,0.15988687486315273,0.15988687486315273,0.15988687486315273,0.15988687486315273,2018-01-09,2018-09-30
