,Comercializadora,Tarifa,Precio_Potencia_P1,Precio_Potencia_P2,Precio_Potencia_P3,Precio_Potencia_P4,Precio_Potencia_P5,Precio_Potencia_P6,Precio_Energía_P1,Precio_Energía_P2,Precio_Energía_P3,Precio_Energía_P4,Precio_Energía_P5,Precio_Energía_P6,Fecha_Inicio,Fecha_Finalización
44,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15297013916096439,0.15297013916096439,0.15297013916096439,0.15297013916096439,0.15297013916096439,0.15297013916096439,2018-01-10,2018-10-31
45,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15133337465037708,0.15133337465037708,0.15133337465037708,0.15133337465037708,0.15133337465037708,0.15133337465037708,2018-01-11,2018-11-30
46,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15239980096111866,0.15239980096111866,0.15239980096111866,0.15239980096111866,0.15239980096111866,0.15239980096111866,2018-01-12,2018-12-31
47,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15080396777274077,0.15080396777274077,0.15080396777274077,0.15080396777274077,0.15080396777274077,0.15080396777274077,2019-01-01,2019-01-31
48,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13951953721254132,0.13951953721254132,0.13951953721254132,0.13951953721254132,0.13951953721254132,0.13951953721254132,2019-01-02,2019-02-28
49,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13307639123564552,0.13307639123564552,0.13307639123564552,0.13307639123564552,0.13307639123564552,0.13307639123564552,2019-01-03,2019-03-31
50,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13367759471166157,0.13367759471166157,0.13367759471166157,0.13367759471166157,0.13367759471166157,0.13367759471166157,2019-01-04,2019-04-30
51,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12936677613499203,0.12936677613499203,0.12936677613499203,0.12936677613499203,0.12936677613499203,0.12936677613499203,2019-01-05,2019-05-31
52,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12713783904140633,0.12713783904140633,0.12713783904140633,0.12713783904140633,0.12713783904140633,0.12713783904140633,2019-01-06,2019-06-30
53,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.13335324221947428,0.13335324221947428,0.13335324221947428,0.13335324221947428,0.13335324221947428,0.13335324221947428,2019-01-07,2019-07-31
54,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12718473632178753,0.12718473632178753,0.12718473632178753,0.12718473632178753,0.12718473632178753,0.12718473632178753,2019-01-08,2019-08-31
55,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12284532313159557,0.12284532313159557,0.12284532313159557,0.12284532313159557,0.12284532313159557,0.12284532313159557,2019-01-09,2019-09-30
56,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.129654778183599,0.129654778183599,0.129654778183599,0.129654778183599,0.129654778183599,0.129654778183599,2019-01-10,2019-10-31
57,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12729464903166673,0.12729464903166673,0.12729464903166673,0.12729464903166673,0.12729464903166673,0.12729464903166673,2019-01-11,2019-11-30
58,Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.11962165758126017,0.11962165758126017,0.11962165758126017,0.11962165758126017,0.11962165758126017,0.11962165758126017,2019-01-12,2019-12-31
