Comercializadora,Tarifa,Precio_Potencia_P1,Precio_Potencia_P2,Precio_Potencia_P3,Precio_Potencia_P4,Precio_Potencia_P5,Precio_Potencia_P6,Precio_Energía_P1,Precio_Energía_P2,Precio_Energía_P3,Precio_Energía_P4,Precio_Energía_P5,Precio_Energía_P6,Fecha_Inicio,Fecha_Finalizacion
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.156522,0.156522,0.156522,0.156522,0.156522,0.156522,2019-09-01,2019-10-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.105874,0.105874,0.105874,0.105874,0.105874,0.105874,2019-09-01,2019-10-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.091247,0.091247,0.091247,0.091247,0.091247,0.091247,2019-09-01,2019-10-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12743300000000002,0.12743300000000002,0.12743300000000002,0.12743300000000002,0.12743300000000002,0.12743300000000002,2019-08-01,2019-09-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.146777,0.146777,0.146777,0.146777,0.146777,0.146777,2019-08-01,2019-09-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.140766,0.140766,0.140766,0.140766,0.140766,0.140766,2019-08-01,2019-09-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.159333,0.159333,0.159333,0.159333,0.159333,0.159333,2019-08-01,2019-09-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.10864499999999999,0.10864499999999999,0.10864499999999999,0.10864499999999999,0.10864499999999999,0.10864499999999999,2019-08-01,2019-09-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.093806,0.093806,0.093806,0.093806,0.093806,0.093806,2019-08-01,2019-09-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.129298,0.129298,0.129298,0.129298,0.129298,0.129298,2019-07-01,2019-08-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.148634,0.148634,0.148634,0.148634,0.148634,0.148634,2019-07-01,2019-08-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.142631,0.142631,0.142631,0.142631,0.142631,0.142631,2019-07-01,2019-08-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.16119,0.16119,0.16119,0.16119,0.16119,0.16119,2019-07-01,2019-08-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.10923300000000001,0.10923300000000001,0.10923300000000001,0.10923300000000001,0.10923300000000001,0.10923300000000001,2019-07-01,2019-08-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.093779,0.093779,0.093779,0.093779,0.093779,0.093779,2019-07-01,2019-08-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12981600000000001,0.12981600000000001,0.12981600000000001,0.12981600000000001,0.12981600000000001,0.12981600000000001,2019-06-01,2019-07-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.149189,0.149189,0.149189,0.149189,0.149189,0.149189,2019-06-01,2019-07-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.143149,0.143149,0.143149,0.143149,0.143149,0.143149,2019-06-01,2019-07-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.161745,0.161745,0.161745,0.161745,0.161745,0.161745,2019-06-01,2019-07-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.109734,0.109734,0.109734,0.109734,0.109734,0.109734,2019-06-01,2019-07-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.094304,0.094304,0.094304,0.094304,0.094304,0.094304,2019-06-01,2019-07-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.133207,0.133207,0.133207,0.133207,0.133207,0.133207,2019-05-01,2019-06-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15273699999999998,0.15273699999999998,0.15273699999999998,0.15273699999999998,0.15273699999999998,0.15273699999999998,2019-05-01,2019-06-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.14654,0.14654,0.14654,0.14654,0.14654,0.14654,2019-05-01,2019-06-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.165293,0.165293,0.165293,0.165293,0.165293,0.165293,2019-05-01,2019-06-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.113838,0.113838,0.113838,0.113838,0.113838,0.113838,2019-05-01,2019-06-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.099135,0.099135,0.099135,0.099135,0.099135,0.099135,2019-05-01,2019-06-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.12905,0.12905,0.12905,0.12905,0.12905,0.12905,2019-04-01,2019-05-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.148577,0.148577,0.148577,0.148577,0.148577,0.148577,2019-04-01,2019-05-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.142383,0.142383,0.142383,0.142383,0.142383,0.142383,2019-04-01,2019-05-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.161133,0.161133,0.161133,0.161133,0.161133,0.161133,2019-04-01,2019-05-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.109567,0.109567,0.109567,0.109567,0.109567,0.109567,2019-04-01,2019-05-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.095356,0.095356,0.095356,0.095356,0.095356,0.095356,2019-04-01,2019-05-01 00:00:00
Opcion,2.0. A,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,2020-03-01,2019-04-01 00:00:00
Opcion,2.0. DHA,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.038043426,0.15154499999999999,0.15154499999999999,0.15154499999999999,0.15154499999999999,0.15154499999999999,0.15154499999999999,2020-03-01,2019-04-01 00:00:00
Opcion,2.1. A,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.145133,0.145133,0.145133,0.145133,0.145133,0.145133,2020-03-01,2019-04-01 00:00:00
Opcion,2.1. DHA,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.04444471,0.164125,0.164125,0.164125,0.164125,0.164125,0.164125,2020-03-01,2019-04-01 00:00:00
Opcion,3.0. A,0.040728885,0.02443733,0.016291555,0.040728885,0.02443733,0.016291555,0.112716,0.112716,0.112716,0.112716,0.112716,0.112716,2020-03-01,2019-04-01 00:00:00
Opcion,3.1. A,0.059173468,0.03649068900000001,0.008367731,0.059173468,0.03649068900000001,0.008367731,0.09827200000000001,0.09827200000000001,0.09827200000000001,0.09827200000000001,0.09827200000000001,0.09827200000000001,2020-03-01,2019-04-01 00:00:00
